url,twitterUrl,id,text,retweetCount,replyCount,likeCount,quoteCount,createdAt,bookmarkCount,isRetweet,isQuote
https://x.com/Gxxzi/status/1987582511455572351,https://twitter.com/Gxxzi/status/1987582511455572351,1987582511455572351,"كلب سئم من نباح كلب صغير وقام رمية في حمام السباحة
https://t.co/IHFez7n4lX",19,2,92,0,Sun Nov 09 18:06:12 +0000 2025,29,False,True
https://x.com/Asem_a/status/1987570973743128746,https://twitter.com/Asem_a/status/1987570973743128746,1987570973743128746,"يا ابن الحمير انا ما غلطت عليك ولا سبيتك لكن الي متربي في زريبة ما يعرف غير هذا الاسلوب.

اختلاف جينات مين يا حيوان انت؟ العرب جيناتهم واصلهم ثابت وضارب في جذور الجزيرة العربية، الواحد فينا يعرف نسبه الى سيدنا ادم وانت تقولي علم جينات؟ ليتك انت الي فاهم علم الجينات، كان فهمت ان جيناتكم انتم المخبوصة من كثر الاحتلالات من هكسوس لاشوريين، للفرس، لإغريق، لرومان، لفرنسيين لعرب، لانجليز، لعثمانيين وبعد هذا تقولي جيناتكم ثابتة؟ انت عبيط يا اهبل؟؟ طس بس لعن الله ذا الوجه",0,0,0,0,Sun Nov 09 17:20:22 +0000 2025,0,False,True
https://x.com/FaisalIdri61604/status/1987567891080749301,https://twitter.com/FaisalIdri61604/status/1987567891080749301,1987567891080749301,"بعد فضيحة سرقة لوحاتها .. الفنانة الدنماركية ليزا نيلسن تصل مصر . 

 https://t.co/O8uOlaqazh",0,0,0,0,Sun Nov 09 17:08:07 +0000 2025,0,False,False
https://x.com/Fallzhrani/status/1987561138926579734,https://twitter.com/Fallzhrani/status/1987561138926579734,1987561138926579734,طيب والله فضيحة لو ماحسبها بلنتي,0,0,0,0,Sun Nov 09 16:41:17 +0000 2025,0,False,False
https://x.com/ksa702aaa/status/1987531386413347295,https://twitter.com/ksa702aaa/status/1987531386413347295,1987531386413347295,كلب ومات,0,0,0,0,Sun Nov 09 14:43:03 +0000 2025,0,False,True
https://x.com/khaledbagasi/status/1987590464502108516,https://twitter.com/khaledbagasi/status/1987590464502108516,1987590464502108516,@magdi_khalil الخنزير مجدي خليل صليبي متعصب حاقد على أهل الإسلام.,0,0,0,0,Sun Nov 09 18:37:49 +0000 2025,0,False,False
https://x.com/srh1860337/status/1987589578211889385,https://twitter.com/srh1860337/status/1987589578211889385,1987589578211889385,@abdullh_132 كذاب اغلب البنات تحررو من النقاب و العبايات السوداء قسم بالله انك تضحك و ينشفق عليك احس عندك اوهام هههههههههههههه,0,0,0,0,Sun Nov 09 18:34:17 +0000 2025,0,False,False
https://x.com/ol_9q5/status/1987589540878471309,https://twitter.com/ol_9q5/status/1987589540878471309,1987589540878471309,كيمي يا ورع انقلع خل ماكس يعدي,0,0,0,0,Sun Nov 09 18:34:08 +0000 2025,0,False,False
https://x.com/Jamalalharbi_65/status/1987589358770348213,https://twitter.com/Jamalalharbi_65/status/1987589358770348213,1987589358770348213,@samerabdullah06 كل خرا يا كلب,0,1,0,0,Sun Nov 09 18:33:25 +0000 2025,0,False,False
https://x.com/kldlrty48190325/status/1987588023865725379,https://twitter.com/kldlrty48190325/status/1987588023865725379,1987588023865725379,@hamed4343 قسم انك حمار بيشة🦓🦓🤣🤣,0,0,1,0,Sun Nov 09 18:28:07 +0000 2025,0,False,False
https://x.com/a_alsaga9/status/1987586809573044252,https://twitter.com/a_alsaga9/status/1987586809573044252,1987586809573044252,"@AImodrj بنر الجبناء تقصد المخفيين ابشرك المكان ليس مخصص لرابطة الاهلي 
الصفقه الموجعه اللي تبغوا تردوها  صفعة راس البسه مستحيل يردها. جبان متخفي ببنر
اما التيفوا امام الملاء وعلي عينك يا تاجر امام مئات القنوات الرياضيه محليه وخليجيه واسيويه وعالميه فضيحه بجلاجل 
ما تردها بنر متخفي",0,0,0,0,Sun Nov 09 18:23:17 +0000 2025,0,False,False
https://x.com/SroorHupshi/status/1987585550434381937,https://twitter.com/SroorHupshi/status/1987585550434381937,1987585550434381937,@Kh__070 كذاب https://t.co/E7EpB8S0lp,0,0,0,0,Sun Nov 09 18:18:17 +0000 2025,0,False,False
https://x.com/abcdabcd453551/status/1987585059755315681,https://twitter.com/abcdabcd453551/status/1987585059755315681,1987585059755315681,@Shal0f كذاب في وجهك والله انت ورونالدو والعقال بعد ماشاله ماتسوون زنوبه مقطعه في حلقك يالفقراوي,0,0,0,0,Sun Nov 09 18:16:20 +0000 2025,0,False,False
https://x.com/AAlsulami78/status/1987585047348576419,https://twitter.com/AAlsulami78/status/1987585047348576419,1987585047348576419,@farag_nassar_ كذاب حmار بولاق .. https://t.co/okRXo44ikx,0,0,0,0,Sun Nov 09 18:16:17 +0000 2025,0,False,False
https://x.com/aryam5toleenfay/status/1987584820512166220,https://twitter.com/aryam5toleenfay/status/1987584820512166220,1987584820512166220,@JoodReb @m0tab3 حقير,0,0,0,0,Sun Nov 09 18:15:23 +0000 2025,0,False,False
https://x.com/nora1997tt/status/1079508566275485696,https://twitter.com/nora1997tt/status/1079508566275485696,1079508566275485696,لمن تتذكرين تصرف غبي سويتيه تتفشلين اكثر من الوقت اللي سويتي فيه التصرف 🌚💔,0,0,0,0,Sun Dec 30 22:44:33 +0000 2018,0,False,False
https://x.com/ioixioii/status/1079503758445420545,https://twitter.com/ioixioii/status/1079503758445420545,1079503758445420545,تجاهلت قوقل وييت أسألك سؤال غبي.. لازلت تشك أني أحبك؟,0,1,1,0,Sun Dec 30 22:25:26 +0000 2018,0,False,False
https://x.com/rose22288/status/1079494049214664704,https://twitter.com/rose22288/status/1079494049214664704,1079494049214664704,قبل شوي شفت صورة بالانستقرام فيها خبر وفاة والد المذيع محمد النجادة و انصدمت من حقارة و خسة التعليقات بالصورة الولد أبوه متوفي و هم جالسين يطقطقون على شكل الولد و طريقة كلامه ، الخلاصة السوشال ميديا كشفت نوعية شيطانية من الناس مستعدة تجرح أي أحد مقابل هدف تافه جدا ، شوية لايكات ! https://t.co/i8aoHcQc5G,1,0,2,0,Sun Dec 30 21:46:52 +0000 2018,0,False,False
https://x.com/_BinAdel7/status/1079488118041047040,https://twitter.com/_BinAdel7/status/1079488118041047040,1079488118041047040,جاني كلام اني معك كنت كذاب,0,0,0,0,Sun Dec 30 21:23:17 +0000 2018,0,False,False
https://x.com/nfc_mr1/status/1079486039444598790,https://twitter.com/nfc_mr1/status/1079486039444598790,1079486039444598790,"#خيسوس_يعبث_بالهلال

نادي فضيحه وفشلنا وسمعته زباله في الاوساط الرياضيه 

عذرا نادي الطواقي لايمثلنا 💦 https://t.co/RteE69PNtR",0,0,0,0,Sun Dec 30 21:15:02 +0000 2018,0,False,False
https://x.com/mjeeed090/status/1079454475960705024,https://twitter.com/mjeeed090/status/1079454475960705024,1079454475960705024,لعنك الله يالمترجم,0,0,0,0,Sun Dec 30 19:09:37 +0000 2018,0,False,True
https://x.com/FaresAlosimi/status/1079438976921030656,https://twitter.com/FaresAlosimi/status/1079438976921030656,1079438976921030656,غبي..!!! اركد يادلخ فايز أربعة والكورة في نص الملعب ..!!!,0,0,0,0,Sun Dec 30 18:08:01 +0000 2018,0,False,False
https://x.com/aziz_alkhuzaee/status/1079438773438631937,https://twitter.com/aziz_alkhuzaee/status/1079438773438631937,1079438773438631937,بايلي غبي 😒,0,0,0,0,Sun Dec 30 18:07:13 +0000 2018,0,False,False
https://x.com/BuSalem1979/status/1079438749971501057,https://twitter.com/BuSalem1979/status/1079438749971501057,1079438749971501057,برع يا بايلي برع.. مدافع متهور و غبي,2,0,0,0,Sun Dec 30 18:07:07 +0000 2018,0,False,False
https://x.com/justanmar/status/1079438743843540992,https://twitter.com/justanmar/status/1079438743843540992,1079438743843540992,طرد غبي,0,0,0,0,Sun Dec 30 18:07:06 +0000 2018,0,False,False
https://x.com/Azooz_01_/status/1079409877984989190,https://twitter.com/Azooz_01_/status/1079409877984989190,1079409877984989190,احمد شراحيلي لعنك الله يا كلب,0,0,0,0,Sun Dec 30 16:12:24 +0000 2018,0,False,False
https://x.com/abobasim_1333/status/1079218672835719168,https://twitter.com/abobasim_1333/status/1079218672835719168,1079218672835719168,من متى دعاء المخانيث يستجاب ياكلب من كلاب الرذيله والله ماتجي بشقفه من حذاء سلمان الحزم ياواطي لعنك الله لعنة اليهود ماباقي الا انتم ياشراذمة شرق سلوي تتطاولون على اسيادكم وانتم غارقين في حظن شريفه,0,0,1,0,Sun Dec 30 03:32:37 +0000 2018,0,False,False
https://x.com/alabbady_88/status/1079049412645736448,https://twitter.com/alabbady_88/status/1079049412645736448,1079049412645736448,لعنك الله مدرب ولعن. من جابك. يازباله انت ولي جابك. والي تعاقد معك. والي اوصى بالتعاقد معك. زبايل #الاتحاد_الاتفاق,0,0,0,0,Sat Dec 29 16:20:02 +0000 2018,0,False,False
https://x.com/HalaInfp/status/1078738019182698497,https://twitter.com/HalaInfp/status/1078738019182698497,1078738019182698497,أنا نجمة ياعزيزي والنجوم ماتطيح واذا طحت رح اكون نيزك احرقك واحرق اللي جابك.,0,0,1,0,Fri Dec 28 19:42:40 +0000 2018,1,False,False
https://x.com/3boodXavi/status/1078651335338283010,https://twitter.com/3boodXavi/status/1078651335338283010,1078651335338283010,الله يقرفك يا كلب,0,0,0,0,Fri Dec 28 13:58:13 +0000 2018,0,False,False
https://x.com/i_azooz12/status/1077937480542883840,https://twitter.com/i_azooz12/status/1077937480542883840,1077937480542883840,على الكوره يا حكم يا كلب,0,0,0,0,Wed Dec 26 14:41:37 +0000 2018,0,False,False
https://x.com/wejdansameer/status/1077510343067344897,https://twitter.com/wejdansameer/status/1077510343067344897,1077510343067344897,فعلا و يهجرونك حتى تبعد و يقولون انت خائن اين انتم 💔,0,0,0,0,Tue Dec 25 10:24:19 +0000 2018,0,False,False
https://x.com/osama_00008/status/1076166162218696704,https://twitter.com/osama_00008/status/1076166162218696704,1076166162218696704,لعنك الله يالمسعور 🙂💔 #الاتحاد_النصر,0,0,0,0,Fri Dec 21 17:23:01 +0000 2018,0,False,False
https://x.com/i2red/status/1076154592503779328,https://twitter.com/i2red/status/1076154592503779328,1076154592503779328,غصباً عنك ياكلب لعنك الله 😭😭😭😭😭😭😭💛💛💛,0,0,0,0,Fri Dec 21 16:37:03 +0000 2018,0,False,False
https://x.com/2lli93/status/1076125865531133953,https://twitter.com/2lli93/status/1076125865531133953,1076125865531133953,طبعا انت لا بني ادمي ولا ماكينه انت حيوان.,0,0,0,0,Fri Dec 21 14:42:54 +0000 2018,0,False,True
https://x.com/metaphysicalsou/status/1604530699087773697,https://twitter.com/metaphysicalsou/status/1604530699087773697,1604530699087773697,هم فعلا حرامية، أشكالهم تطمئن وأفعالهم تروع، جربتهم سرقوني في ديارهم,0,0,0,0,Sun Dec 18 17:35:04 +0000 2022,0,False,True
https://x.com/SalOwriter/status/1601618814558343169,https://twitter.com/SalOwriter/status/1601618814558343169,1601618814558343169,سلمان عرفت حسابك من ٢٠٢٠ ومن هالك الحين لين اليوم وانت فلوسك تنسرق اونلاين كلما دخلت حسابك لقيتك كاتب رجعوا فلوسي… — أحب أطمنك إني أخذت حقوقي كلها بسنّي أحب أتغوّط بجو اللي سرقوني حتى لو رجعوا الفلوس من باب الحرش 😂 https://t.co/2Xt2dYY6WG,0,0,0,0,Sat Dec 10 16:44:16 +0000 2022,0,False,False
https://x.com/mohalam/status/1586943641511157760,https://twitter.com/mohalam/status/1586943641511157760,1586943641511157760,"قضية هامة جدا أثارها الدكتور. ولم أرها سوى الآن قديما تعرضت للسرقة من دكاترة ولكن لم أجد وسيلة لمقاضاتهم. 
المهم ما يقترحه الدكتور من استخدام أدوات الكشف عن الانتحال يمكن تجاوزها باستخدام أدوات إعادة الصياغة التي تعمل مع #الذكاء_الاصطناعي ويصعب بعد ذلك كشف السرقة.",0,0,2,0,Mon Oct 31 04:50:22 +0000 2022,1,False,True
https://x.com/Dowaihi2/status/1578009962793639936,https://twitter.com/Dowaihi2/status/1578009962793639936,1578009962793639936,ادفع نص ثروتي بس اعرف مين اللي سرق سيارتي الفراري.,0,0,1,0,Thu Oct 06 13:11:07 +0000 2022,0,False,False
https://x.com/uvuvl0/status/1570122417112027137,https://twitter.com/uvuvl0/status/1570122417112027137,1570122417112027137,سرقوني فلوس من شركة امكان لتمويل وصرافتي راجحييي وغضبانه على بنك راجحي كيف صار عملية نصب عندهم سهله مجرد مااحط رقم ياخذو كل الي بالبطاقه خيررررر,0,1,1,1,Wed Sep 14 18:48:50 +0000 2022,0,False,False
https://x.com/urfavbarwania/status/1564383351405834240,https://twitter.com/urfavbarwania/status/1564383351405834240,1564383351405834240,سبوتفاي سرقوني,0,1,1,0,Mon Aug 29 22:43:50 +0000 2022,0,False,False
https://x.com/deaf_91111/status/1608950103339077632,https://twitter.com/deaf_91111/status/1608950103339077632,1608950103339077632,لص روسي في العاصمة موسكو تسلل داخل صالون حلاقة بعد منتصف الليل وسرق أموال الكاشير ثم حلق وجهه وشعره وأخذ من الثلاجة بعض الخمور فشرب حتى سكر ونام، اليوم التالي أيقظته الشرطة وقبضوا عليه دون مقاومة ... https://t.co/qNZtmiXFZ6,0,0,0,0,Fri Dec 30 22:16:12 +0000 2022,0,False,False
https://x.com/True45307546/status/1608931022556762112,https://twitter.com/True45307546/status/1608931022556762112,1608931022556762112,تعالي خاص,0,0,0,0,Fri Dec 30 21:00:22 +0000 2022,0,False,True
https://x.com/Mohannedaq/status/1608929152723488769,https://twitter.com/Mohannedaq/status/1608929152723488769,1608929152723488769,سرقة عيني عينك!!!! https://t.co/SwynBbV02V,0,0,0,0,Fri Dec 30 20:52:57 +0000 2022,0,False,False
https://x.com/omarbinhafez/status/1608884405833195520,https://twitter.com/omarbinhafez/status/1608884405833195520,1608884405833195520,"واخيرا بعد سنة فتحت حساب خاص لـ قهوة الجمعــــة ، حيكون فيه كل شي يخص جُمعتنا ونقدر ننشر لكم في الحساب ايش يصير في جَمعتنا ، لا تنسونا من دعمكم 🤍
https://t.co/xcuWaz68hP",0,0,5,0,Fri Dec 30 17:55:08 +0000 2022,0,False,True
https://x.com/Dr_salah_aldeen/status/1608836470399459331,https://twitter.com/Dr_salah_aldeen/status/1608836470399459331,1608836470399459331,"يا جماعة قطه رموها اصحابها عمرها شهر او اقل الي يقدر يعتني فيها يتواصل معايا خاص 

القطه نضيفه واليفه مره https://t.co/RU3cWccACs",0,1,0,0,Fri Dec 30 14:44:39 +0000 2022,0,False,False
https://x.com/H_M_HIJAZI/status/1608836461016805377,https://twitter.com/H_M_HIJAZI/status/1608836461016805377,1608836461016805377,"#المغرب #Morocco  عمرة  يناير  خصم خاص لمجموعة حجازي متبقي عدد ٥ مقاعد 
بأتمنة  جد مناسبة  .عن طريق الخطوط السعودية 🛬
نور الفردوس للأسفار  رفيقكم لبيت الله الحرام  

كل مستلزمات الراحة لعمرة مريحة تتفرغ فيها للعبادة
فنادق مصنفة وممتازة  في منصة وزارة الحج و العمرة 
باصات حديتة https://t.co/aciOmpjrCI",0,1,9,0,Fri Dec 30 14:44:37 +0000 2022,0,False,False
https://x.com/Houdini7299/status/1608752652594339840,https://twitter.com/Houdini7299/status/1608752652594339840,1608752652594339840,أصبح مسلماً أم ملحداً يتوجب كسره في كافة الأحوال طالما أن ماضيه قذر كما تم ذكره لا رحمة على الجميع ولا توبة من الإتجار بالبشر والاغتصاب لا توبة مطلقاً يستحق أعظم من الكسر يستحق التعذيب الأبدي الموت له,0,0,2,0,Fri Dec 30 09:11:36 +0000 2022,0,False,True
https://x.com/albar_manal/status/1608587326745370625,https://twitter.com/albar_manal/status/1608587326745370625,1608587326745370625,كل التعليقات على صوري بدون فلتر ايجابية، ادري جميلة ما يحتاج. https://t.co/LATw743QuV,0,0,2,0,Thu Dec 29 22:14:39 +0000 2022,0,False,False
https://x.com/AbuArishOffice/status/1608455038338301959,https://twitter.com/AbuArishOffice/status/1608455038338301959,1608455038338301959,"القسم النسائي بـ #جمعية_دعوة_أبوعريش
يدعو الأخوات للاستماع للدرس العلمي الأسبوعي
 للداعية
🎙فاطمة بنت أحمد حامظي
بعنوان:
تفسير الزهراوين
اليوم الخميس ٥-٦-١٤٤٤هـ
📍عبر الرابط التالي:

((خاص بالنساء))
https://t.co/WIbFzve1xf
🔏رمز الدخول ( 1234)

⏰ يبدأ الدرس عند الساعة ٨:٠م",0,0,0,0,Thu Dec 29 13:28:59 +0000 2022,0,False,False
https://x.com/moh14301/status/1608973681522540544,https://twitter.com/moh14301/status/1608973681522540544,1608973681522540544,تصويت خاص لجمهور #الاتفاق هل تؤيدون عودة المدرب الوطني خالد العطوي,1,5,0,0,Fri Dec 30 23:49:53 +0000 2022,0,False,False
https://x.com/aabdulsalam9999/status/1741237180322738410,https://twitter.com/aabdulsalam9999/status/1741237180322738410,1741237180322738410,@s2daf مدري والله 😅 لو قلت ايه بكون نصاب ولو قلت لا بكون نصاب ولكن يبدو لي انه لا ، ع الله يجزاك خير وشهادة اعتز فيها,0,0,1,0,Sat Dec 30 23:17:49 +0000 2023,0,False,False
https://x.com/A_T_M22/status/1741228185767821590,https://twitter.com/A_T_M22/status/1741228185767821590,1741228185767821590,@Ciag_Misr777 حماس مين يا متخلف  يا مغيب انت ، دة إعلامهم والنتن بنفسه بيقولوا كدة ، هو النتن والقنوات الإسرائيلية بقت اخوان !!! هههههه 😂 غرد كأنك خروف.,0,0,1,0,Sat Dec 30 22:42:04 +0000 2023,0,False,False
https://x.com/mur_9k/status/1741207872606781627,https://twitter.com/mur_9k/status/1741207872606781627,1741207872606781627,كل ماتحس نفسك غبي تذكر اكو ناس اتشوف رونالدو احسن من ميسي🚶‍♂️,0,0,1,0,Sat Dec 30 21:21:21 +0000 2023,0,False,False
https://x.com/iaigh1/status/1741206951315251687,https://twitter.com/iaigh1/status/1741206951315251687,1741206951315251687,"@Gin1968798 @Lltma10 يعني انتّ الحين الاولى ولّا الثانية 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
اقسم بالله غبي",0,1,0,0,Sat Dec 30 21:17:41 +0000 2023,0,False,False
https://x.com/iaigh1/status/1741205443370709427,https://twitter.com/iaigh1/status/1741205443370709427,1741205443370709427,@zainb_189 @Lltma10 شكلك غبي ما تفهم!,0,0,0,0,Sat Dec 30 21:11:42 +0000 2023,0,False,False
https://x.com/alabduli2030/status/1741197619219640697,https://twitter.com/alabduli2030/status/1741197619219640697,1741197619219640697,@lataam6 اي واحد في الكون يستهزي باالناس فهو تافة والا فيه خير وش تبون بالخلق متخافون الله نه يعاقبكم باعمالكم,0,0,0,0,Sat Dec 30 20:40:36 +0000 2023,0,False,False
https://x.com/uyg_p/status/1741193424789790968,https://twitter.com/uyg_p/status/1741193424789790968,1741193424789790968,@EdyCohen شوف كيف تدمرت الدبابة. هنا  الذهول والحيرة.  اتعظ يا غبي وبطا الكذب .,0,0,0,0,Sat Dec 30 20:23:56 +0000 2023,0,False,False
https://x.com/rahaf_et97/status/1741179963217269030,https://twitter.com/rahaf_et97/status/1741179963217269030,1741179963217269030,نتكلم عن هالشي؟ ترا الام و اخواته يكونو رافضينك و غير انه اللي بتاخذه ذا حيقول اخذ الكبيره لانه ما تطلب كثير و في كلام قذر للاسف سمعتها و صدمتني اخذ كبيره و مستعملة عشان ما اقدر على الجديدة و ياريتني ما سمعت الكلام القذر ذا لا يغرك الكم سنه حيخونك مع الاصغر و حيقولك يالعجوز,1,0,3,0,Sat Dec 30 19:30:27 +0000 2023,0,False,False
https://x.com/man63291762/status/1741177238857343475,https://twitter.com/man63291762/status/1741177238857343475,1741177238857343475,@falahsport حقه ويستحق قليل ادب,0,0,0,0,Sat Dec 30 19:19:37 +0000 2023,0,False,False
https://x.com/60878Saeed/status/1741172964731593155,https://twitter.com/60878Saeed/status/1741172964731593155,1741172964731593155,معشي الفااااااار النصراووووي طلع قليل ادب والفاضه بذيئه,0,0,0,0,Sat Dec 30 19:02:38 +0000 2023,0,False,False
https://x.com/Gh_9_1/status/1608975546528182276,https://twitter.com/Gh_9_1/status/1608975546528182276,1608975546528182276,"""لا أرغب في أي شيءٍ آخر، غير غزارة صوتك المتواصلة، ولا يُقاطعهُ شيء أبدًا""",0,0,3,0,Fri Dec 30 23:57:18 +0000 2022,0,False,False
